budget,revenue,popularity,runtime,vote_average,vote_count
75.0,215.663859,13.318744,124.0,5.9,283.0
75.0,119.00041,18.70031,102.0,6.5,338.0
75.0,367.275019,47.094369,90.0,5.8,1557.0
70.0,154.93768,14.486311,134.0,6.6,284.0
53.0,95.226116,18.61472,118.0,5.4,292.0
70.0,130.358911,29.035222,164.0,6.9,696.0
70.0,85.632458,27.055085,121.0,6.4,573.0
75.0,98.159963,23.004607,100.0,5.7,772.0
75.0,108.145109,48.744209,116.0,7.1,2265.0
80.0,55.041367,14.209329,130.0,5.8,369.0
75.0,140.175006,36.368839,91.0,6.3,874.0
75.0,67.631903,24.353302,123.0,6.2,302.0
55.0,127.600435,19.143321,134.0,5.9,311.0
75.0,0.0,13.327372,148.0,6.4,197.0
75.0,226.904017,37.917002,110.0,5.7,880.0
52.0,77.944725,23.663713,113.0,6.2,512.0
75.0,36.754634,14.44381,94.0,6.3,313.0
75.0,51.142659,10.605084,116.0,5.0,166.0
75.0,14.567883,11.873856,99.0,6.1,221.0
0.0,5.802422,12.708963,84.0,5.8,282.0
75.0,5.409517,8.098369,93.0,4.3,78.0
45.0,21.00918,20.374308,113.0,5.7,276.0
75.0,248.118121,42.006908,106.0,6.9,1946.0
74.0,1156.730962,875.581305,91.0,6.4,4571.0
82.0,89.792502,39.127082,110.0,5.9,1623.0
73.0,103.891409,20.790703,98.0,5.8,327.0
75.0,13.1,18.65988,134.0,5.8,476.0
73.0,349.779543,45.720894,97.0,5.9,1022.0
70.0,111.231041,21.789615,112.0,5.4,444.0
75.0,61.458982,20.199057,146.0,5.7,390.0
70.0,86.658558,26.123705,110.0,6.5,513.0
72.5,162.966177,12.599836,116.0,6.2,491.0
70.0,176.104344,13.543053,87.0,4.9,410.0
72.0,210.0,60.722162,177.0,7.7,3336.0
72.0,96.889998,32.227223,125.0,6.6,765.0
75.0,527.068851,46.875375,87.0,6.9,2264.0
72.0,37.317558,11.215702,152.0,6.6,188.0
94.0,54.744738,8.468586,116.0,4.5,179.0
74.5,62.17205,8.884318,109.0,6.9,180.0
60.0,256.69752,27.491891,108.0,6.2,1071.0
71.0,294.456605,21.462935,85.0,5.4,686.0
72.0,408.247917,28.848187,106.0,6.4,1599.0
150.0,919.838758,47.320801,93.0,6.7,2988.0
120.0,461.983149,82.643036,117.0,6.6,3877.0
70.0,309.457509,20.230535,116.0,5.7,455.0
70.0,277.448382,46.217769,124.0,5.8,1424.0
74.0,311.594032,36.952268,93.0,5.8,719.0
80.0,309.492681,16.411345,117.0,6.4,470.0
70.0,319.13105,72.595961,153.0,7.9,6430.0
70.0,300.854823,33.648404,144.0,6.6,1532.0
70.0,240.031094,57.69847,124.0,6.6,1896.0
80.0,116.643346,34.052253,117.0,5.8,770.0
68.0,203.388341,27.299301,136.0,6.5,1078.0
75.0,42.285169,20.219385,110.0,5.3,409.0
70.0,171.183863,42.957216,101.0,5.5,1217.0
75.0,443.140005,29.412262,88.0,5.4,666.0
75.0,114.660784,19.708731,138.0,6.7,521.0
70.0,161.02564,59.428223,120.0,6.2,2981.0
70.0,118.0,19.711951,103.0,6.3,391.0
70.0,202.466756,49.199234,116.0,5.5,1448.0
70.0,122.919055,46.199482,125.0,7.6,1994.0
0.0,0.0,13.758526,125.0,6.0,216.0
66.0,177.584879,29.505574,146.0,7.0,992.0
70.0,154.984035,43.873266,118.0,5.8,1523.0
70.0,90.000098,24.961625,139.0,7.1,808.0
70.0,134.748021,23.25645,133.0,5.8,493.0
70.0,215.529201,64.457947,92.0,6.2,2389.0
70.0,116.672912,20.089933,116.0,6.0,352.0
70.0,135.560026,48.032734,127.0,7.1,1184.0
70.0,131.457682,16.92991,136.0,7.0,630.0
70.0,67.112664,14.780634,111.0,5.2,304.0
70.0,65.977295,14.086292,116.0,5.4,228.0
60.0,55.987321,29.261348,105.0,5.0,609.0
70.0,33.561137,13.267631,97.0,5.2,269.0
70.0,160.112671,58.401204,88.0,6.1,1862.0
75.0,59.418613,23.515938,123.0,6.0,385.0
70.0,32.287044,14.244518,125.0,5.9,241.0
66.0,57.777106,29.501489,116.0,6.1,695.0
0.0,0.0,9.306253,98.0,3.4,106.0
70.0,19.924033,8.37378,91.0,4.3,97.0
70.0,19.870567,10.930537,97.0,5.5,179.0
75.0,13.596911,10.54544,95.0,5.9,228.0
70.0,18.662027,6.682006,88.0,5.9,43.0
70.0,17.75294,46.832372,133.0,5.1,826.0
70.0,57.958696,24.664776,107.0,5.7,439.0
70.0,38.629478,13.483387,114.0,4.6,180.0
50.0,122.915111,44.478043,115.0,6.7,1659.0
70.0,61.279452,25.020428,99.0,4.4,533.0
68.0,193.0,22.392544,124.0,5.9,437.0
68.0,698.491347,107.069763,124.0,5.8,2301.0
68.0,71.069884,22.572323,124.0,6.7,423.0
69.0,543.513985,113.858273,95.0,7.1,6478.0
60.0,35.431113,10.004564,103.0,5.4,222.0
68.0,217.022588,68.734513,115.0,6.2,2463.0
70.0,39.041505,18.888806,127.0,6.9,395.0
68.0,29.762011,12.948627,121.0,5.7,250.0
36.0,83.160734,27.11589,105.0,5.4,611.0
90.0,60.289912,26.153669,157.0,7.3,481.0
80.0,52.09909,28.223664,114.0,6.3,588.0
70.0,113.280098,37.507136,128.0,6.5,895.0
69.0,86.387857,11.023691,114.0,5.5,531.0
69.0,112.265139,38.634767,94.0,5.5,1269.0
66.0,212.404396,25.877794,112.0,6.0,602.0
66.0,189.198313,18.59991,121.0,6.6,488.0
67.0,25.303038,12.282911,102.0,5.0,207.0
70.0,481.840909,76.041867,169.0,7.9,5048.0
66.0,203.277636,54.81489,130.0,6.1,1520.0
70.0,374.111707,31.39165,127.0,6.1,992.0
59.0,383.257136,99.561972,81.0,7.1,3857.0
68.0,75.715436,26.792794,136.0,5.3,567.0
65.0,275.29345,36.307296,149.0,6.7,1429.0
63.0,463.517383,104.309993,136.0,7.9,8907.0
52.0,355.237933,68.140214,140.0,7.3,1599.0
65.0,172.855065,14.646884,104.0,5.5,297.0
61.0,441.80977,48.356214,157.0,7.1,1884.0
65.0,250.821495,28.540267,119.0,6.3,838.0
65.0,128.107642,22.977983,98.0,6.5,1062.0
95.0,250.288523,31.086791,136.0,6.3,1183.0
65.0,211.780824,43.865294,95.0,6.2,1685.0
65.0,163.442937,43.055253,137.0,7.3,1400.0
65.0,128.884132,15.772081,130.0,6.3,403.0
70.0,255.000211,26.19909,112.0,6.1,588.0
50.0,150.270147,22.769108,108.0,5.7,453.0
65.0,69.7,18.281798,104.0,6.0,238.0
63.0,162.945894,24.697533,128.0,5.9,447.0
65.0,0.0,19.718544,117.0,6.5,393.0
65.0,179.379533,31.349143,83.0,5.9,1743.0
65.0,162.091208,27.870312,159.0,7.1,1234.0
65.0,133.821816,33.439187,119.0,6.0,466.0
50.1,153.962963,59.634029,105.0,6.7,2542.0
65.0,156.974557,38.994297,103.0,5.9,1389.0
65.0,128.905366,49.660055,123.0,5.7,1252.0
4.2,38.376497,11.743085,114.0,6.4,215.0
65.0,0.0,9.110247,143.0,6.1,94.0
65.0,240.159255,6.227675,95.0,5.6,1600.0
45.0,73.762516,42.57877,105.0,6.0,1175.0
65.0,89.456761,15.858629,120.0,6.5,314.0
65.0,0.0,14.866901,135.0,6.0,208.0
65.0,64.321501,15.194239,101.0,6.1,779.0
63.0,100.853753,146.757391,139.0,8.3,9413.0
65.0,43.545364,8.629665,124.0,6.7,186.0
65.0,17.21808,16.803457,100.0,5.4,269.0
65.0,0.0,2.952595,105.0,4.9,52.0
65.0,71.154592,31.324734,92.0,5.0,687.0
50.0,42.093706,20.415572,130.0,6.7,274.0
43.0,56.681566,28.613892,97.0,4.8,575.0
65.0,39.407616,85.428395,102.0,6.3,1286.0
64.0,74.60857,4.137237,133.0,5.3,63.0
55.0,203.427584,60.246978,121.0,6.7,1772.0
50.0,132.180323,42.551902,147.0,7.1,1165.0
63.0,296.655431,40.137264,94.0,5.9,979.0
65.0,44.091067,24.857079,94.0,6.1,409.0
63.0,920.1,40.413191,127.0,7.6,4856.0
63.0,25.052,13.859307,191.0,6.5,202.0
62.0,215.887717,18.832471,141.0,6.4,386.0
65.0,121.545703,9.568884,127.0,5.9,145.0
64.0,101.595121,12.421504,98.0,5.3,261.0
62.0,127.666415,18.096884,116.0,6.1,340.0
62.0,107.879496,11.056763,106.0,6.5,195.0
62.0,41.819064,13.218008,87.0,4.3,242.0
62.0,18.720175,11.262655,125.0,5.8,178.0
44.0,155.760117,68.717016,167.0,7.6,4274.0
53.0,0.0,19.412028,93.0,5.9,569.0
63.0,183.953723,16.791058,95.0,5.5,331.0
65.0,422.610419,65.197968,117.0,7.0,4997.0
80.0,516.642939,32.829538,115.0,6.1,1373.0
60.0,244.082376,30.951203,115.0,6.9,1343.0
60.0,284.6,103.698022,189.0,8.2,4048.0
0.0,253.625427,31.719463,100.0,5.6,648.0
150.0,314.432665,47.973995,81.0,5.6,944.0
61.0,369.330363,143.041543,145.0,7.9,5862.0
60.0,214.034224,86.476817,119.0,7.3,3583.0
58.0,352.194034,59.824565,130.0,6.6,1174.0
60.0,149.705852,18.345613,116.0,6.1,205.0
60.0,264.118201,56.488027,103.0,7.8,4537.0
70.0,218.613188,29.464852,99.0,6.8,817.0
60.0,164.433867,18.106021,92.0,5.6,506.0
61.0,131.940411,42.881415,109.0,6.6,1589.0
60.0,93.375151,18.735024,87.0,5.0,352.0
60.0,176.070171,62.766854,110.0,6.6,1919.0
60.0,93.354918,24.153567,101.0,5.9,487.0
60.0,171.757863,41.515702,83.0,6.0,1272.0
70.0,171.84484,26.676487,113.0,5.3,588.0
60.0,157.920733,16.278022,107.0,5.9,353.0
60.0,129.18183,18.831023,94.0,5.7,526.0
61.0,311.256926,113.161483,132.0,6.4,3040.0
60.0,204.594016,28.800112,133.0,5.8,636.0
60.0,0.0,19.705489,125.0,6.5,521.0
58.0,71.664962,41.430245,111.0,6.6,2808.0
55.0,100.230832,23.127561,163.0,6.8,422.0
60.0,186.883563,12.867352,170.0,6.7,292.0
65.0,217.764291,44.815022,120.0,7.0,1451.0
60.0,165.33318,37.537093,92.0,5.3,779.0
60.0,74.541707,10.99991,115.0,6.2,207.0
60.0,218.340595,56.868399,130.0,6.3,2998.0
60.0,73.648228,22.991269,105.0,5.6,604.0
60.0,0.0,15.798622,111.0,6.7,247.0
60.0,137.551594,38.820858,106.0,6.2,1325.0
0.0,0.0,10.292864,89.0,4.3,203.0
60.0,124.596398,51.146047,100.0,7.3,1386.0
60.0,163.403799,20.501582,91.0,4.9,950.0
70.0,130.293714,45.299089,146.0,7.3,1553.0
50.0,61.112916,4.280619,98.0,4.5,137.0
60.0,170.26875,28.848842,101.0,5.6,644.0
60.0,129.832389,22.501041,89.0,5.5,575.0
66.0,99.318987,47.479755,122.0,6.5,2225.0
70.0,56.702901,10.147321,115.0,6.1,109.0
60.0,107.139399,39.539045,90.0,6.7,789.0
60.0,159.33028,19.747459,124.0,6.1,527.0
60.0,96.269812,29.018826,119.0,5.9,581.0
60.0,0.0,4.801849,119.0,5.9,50.0
60.0,50.877145,16.493576,93.0,5.8,258.0
0.0,0.0,21.549232,98.0,5.3,483.0
60.0,104.324083,13.080725,100.0,5.6,210.0
60.0,50.549107,42.538258,105.0,5.9,1173.0
60.0,101.134059,29.876507,124.0,6.4,1581.0
60.0,205.754447,61.849521,99.0,5.8,1621.0
70.0,162.0,37.44963,109.0,5.9,1365.0
61.0,95.696996,37.378081,124.0,6.9,1462.0
60.0,108.25577,30.656345,97.0,6.6,668.0
75.0,46.683377,15.142701,104.0,6.3,338.0
60.0,469.160692,59.547928,100.0,7.5,3070.0
0.0,0.0,19.998581,115.0,5.3,425.0
60.0,43.061982,27.615108,101.0,6.0,669.0
60.0,105.200903,29.041198,113.0,6.2,1778.0
60.0,62.3579,25.293538,97.0,4.6,524.0
60.0,122.233971,23.85119,134.0,7.0,1125.0
60.0,87.784194,21.685719,127.0,6.7,484.0
78.146652,60.0,13.630049,125.0,5.7,201.0
65.0,36.850101,6.80692,94.0,5.1,80.0
60.0,77.920346,15.352807,108.0,5.8,225.0
70.0,104.945765,23.661071,91.0,5.6,556.0
60.0,67.312826,21.605533,117.0,6.1,479.0
60.0,119.940815,22.620125,100.0,5.8,391.0
0.0,0.0,18.587114,111.0,6.6,366.0
80.0,74.901339,24.657931,117.0,6.2,487.0
60.0,33.956608,12.621769,110.0,5.8,130.0
60.0,55.003135,21.08952,96.0,5.7,380.0
60.0,73.174566,18.380176,101.0,5.9,375.0
60.0,0.0,18.877795,111.0,6.0,368.0
60.0,31.720158,17.299333,109.0,6.6,234.0
80.0,39.459427,16.848899,126.0,6.3,251.0
60.0,47.383689,21.547446,122.0,7.4,797.0
0.0,141.702264,16.930969,78.0,5.1,464.0
60.0,71.073932,36.689223,101.0,4.7,549.0
60.0,78.309131,28.350927,87.0,5.4,692.0
60.0,26.28832,18.815442,86.0,6.6,372.0
60.0,26.673242,29.787135,96.0,6.5,742.0
60.0,52.3224,8.927137,104.0,6.1,204.0
50.0,49.111202,15.213484,121.0,5.7,287.0
60.0,17.8,13.155999,140.0,6.3,271.0
72.0,27.642707,15.433244,131.0,7.0,285.0
90.0,14.828081,5.762037,91.0,4.9,109.0
60.0,30.800231,22.736038,118.0,6.0,487.0
60.0,90.565421,45.514031,130.0,6.2,1602.0
60.0,50.650079,18.676291,90.0,5.0,371.0
30.0,25.473093,14.376463,105.0,5.3,274.0
80.0,0.0,14.298297,122.0,5.7,166.0
60.0,57.490374,27.018886,106.0,6.0,592.0
60.0,39.031337,14.84856,103.0,4.7,320.0
60.0,30.41856,52.417529,106.0,5.4,1055.0
60.0,0.0,15.406173,127.0,4.1,224.0
35.0,0.0,6.523472,127.0,6.7,110.0
68.49,193.677158,4.72629,120.0,6.0,24.0
80.0,10.166502,8.923215,132.0,6.8,91.0
58.0,783.112979,514.569956,108.0,7.4,10995.0
60.0,0.0,9.265672,114.0,4.9,111.0
58.8,542.307423,87.53437,133.0,7.4,4469.0
58.0,158.162788,45.351617,103.0,6.2,995.0
58.0,102.854431,13.43573,95.0,6.5,579.0
83.0,59.468275,6.248309,90.0,4.4,134.0
63.0,189.015611,31.294717,102.0,5.7,690.0
58.0,41.299492,7.739276,114.0,5.7,130.0
60.0,0.0,19.694695,119.0,4.9,388.0
58.0,85.28025,14.403696,103.0,5.1,276.0
58.0,44.0,1.551497,119.0,6.1,1658.0
60.0,300.228084,2.143764,97.0,5.8,1363.0
58.0,50.365377,12.29603,125.0,5.9,178.0
57.0,152.94466,33.8473,144.0,7.2,1374.0
70.0,58.058367,21.723897,116.0,5.5,453.0
57.0,115.267375,31.791979,103.0,6.4,535.0
60.0,61.347797,14.113066,97.0,6.0,226.0
57.0,149.217355,48.622278,95.0,4.7,1135.0
57.0,62.112895,9.061866,131.0,5.5,145.0
56.0,113.00688,35.4763,95.0,5.8,842.0
56.0,57.22389,23.438398,86.0,6.0,381.0
55.0,677.945399,138.133331,142.0,8.2,7927.0
60.0,361.366633,47.336034,92.0,5.5,1177.0
55.0,330.444045,29.97224,108.0,6.6,1698.0
55.0,346.079773,47.845589,81.0,6.7,1457.0
55.0,300.218018,48.507081,143.0,6.9,1022.0
54.0,128.769345,20.28119,95.0,5.4,702.0
70.0,368.10042,34.576913,118.0,6.4,1665.0
55.0,0.0,22.573237,92.0,5.4,496.0
55.0,231.449203,36.194802,103.0,6.0,1129.0
55.0,95.0,52.786917,134.0,7.6,2454.0
55.0,152.26388,38.06168,97.0,5.9,1122.0
50.0,287.928194,19.830132,100.0,6.0,1019.0
55.0,192.330738,79.922059,132.0,7.1,2954.0
55.0,154.906693,19.738215,105.0,5.6,485.0
53.0,157.387195,20.334629,116.0,7.0,498.0
55.0,307.077295,80.581367,117.0,7.7,2525.0
55.0,223.387299,32.05145,98.0,6.1,772.0
55.0,214.015089,15.064058,123.0,5.9,210.0
55.0,198.685114,21.272734,114.0,6.4,529.0
30.0,180.949,79.754966,111.0,7.7,4949.0
55.0,0.0,13.191829,97.0,6.0,254.0
30.0,152.159461,50.622607,136.0,7.6,3948.0
55.0,63.408614,22.787667,104.0,6.1,458.0
55.0,149.02265,29.498304,104.0,6.3,636.0
55.0,56.932305,25.400935,110.0,6.2,735.0
55.0,121.969216,17.231675,133.0,5.8,256.0
55.0,187.361754,32.835777,94.0,5.7,751.0
55.0,127.906624,17.097041,104.0,6.3,461.0
55.0,110.0,14.414937,91.0,5.7,254.0
50.0,159.773545,45.856409,114.0,6.2,1633.0
55.0,141.047179,7.027139,134.0,5.9,120.0
55.0,41.610884,32.657488,122.0,6.7,658.0
50.0,75.0,12.46525,109.0,6.4,236.0
55.0,259.207227,39.882276,95.0,7.0,883.0
68.0,68.267862,39.395881,98.0,5.3,881.0
55.0,34.234008,8.634954,94.0,6.0,189.0
80.0,0.0,7.386394,126.0,6.2,146.0
55.0,33.828318,8.802525,118.0,5.1,188.0
0.0,33.47285,10.449975,91.0,5.4,251.0
60.0,118.338361,23.700759,88.0,6.4,374.0
55.0,113.020255,27.50916,141.0,7.3,1131.0
50.0,60.209334,20.58862,107.0,5.3,284.0
55.0,18.626419,4.366488,116.0,5.7,194.0
70.0,154.648887,18.927463,143.0,7.0,438.0
55.0,74.237563,15.274137,114.0,6.6,303.0
62.0,52.304001,29.954302,93.0,5.4,703.0
56.0,12.923936,4.362535,214.0,6.1,48.0
55.0,11.466088,4.700024,100.0,5.2,62.0
55.0,0.0,12.340384,107.0,5.7,134.0
50.0,80.38329,14.808304,112.0,6.2,316.0
57.0,28.283637,9.27875,95.0,4.2,91.0
55.0,89.519773,22.863516,119.0,6.9,573.0
47.0,0.0,23.05451,133.0,7.1,346.0
2.0,9.25,23.962109,153.0,7.3,395.0
55.0,6.416302,12.669778,96.0,5.3,123.0
54.0,155.010032,67.169587,117.0,6.2,1528.0
55.0,168.167691,41.472404,123.0,7.5,2039.0
55.0,9.489829,22.503935,92.0,5.2,481.0
54.0,136.766062,59.194915,162.0,7.1,1546.0
57.0,52.034889,22.894898,123.0,6.1,327.0
54.0,130.431368,18.600367,108.0,5.4,407.0
54.0,190.458706,30.515175,127.0,6.5,629.0
54.0,7.266209,9.053456,121.0,3.5,104.0
55.0,9.450897,7.768223,125.0,5.7,95.0
46.0,107.196498,19.643365,99.0,5.5,308.0
53.0,139.804348,45.565918,94.0,7.4,1432.0
52.5,179.213434,57.374341,127.0,7.4,1300.0
75.0,54.249294,8.41856,89.0,5.4,113.0
53.0,98.837872,46.049902,122.0,6.3,1242.0
90.0,65.900249,23.9366,132.0,6.7,526.0
53.0,126.690726,49.593978,109.0,7.2,1486.0
67.0,25.037897,16.637642,191.0,6.8,459.0
0.0,0.0,1.453765,172.0,5.9,26.0
0.0,5.761917,6.162872,124.0,5.4,81.0
52.0,352.114312,73.944049,141.0,7.7,3795.0
40.0,132.820716,38.306954,157.0,6.7,1702.0
52.0,204.999686,26.251217,106.0,5.6,832.0
52.0,609.841637,30.780599,108.0,6.4,1386.0
52.0,216.485654,25.41929,125.0,5.7,1013.0
50.0,110.803676,15.98212,104.0,5.1,316.0
52.0,98.126565,40.072583,170.0,7.2,771.0
52.0,75.450437,32.015477,112.0,5.9,736.0
82.0,47.43443,24.444186,118.0,6.9,435.0
52.0,116.112375,40.06688,178.0,7.8,1307.0
52.0,52.826594,27.916284,92.0,6.1,675.0
52.0,0.0,15.20707,104.0,5.1,278.0
51.0,149.270999,39.001682,116.0,6.1,927.0
51.0,72.779,10.430832,90.0,5.3,225.0
0.0,47.23107,5.952527,93.0,5.1,109.0
50.0,709.827462,94.815867,130.0,5.6,2436.0
60.0,484.409218,67.298732,90.0,7.3,4056.0
50.2,127.869379,26.60772,106.0,6.5,1652.0
48.0,390.493908,28.803729,143.0,6.6,909.0
50.0,273.552592,27.039636,139.0,6.7,913.0
50.0,549.368315,68.87691,106.0,6.3,4697.0
50.0,314.178011,37.885022,139.0,7.2,915.0
50.0,202.292902,35.537397,115.0,7.0,832.0
50.0,173.649015,38.125008,119.0,6.0,923.0
50.0,171.269535,18.121404,96.0,5.6,644.0
50.0,260.095987,37.069253,112.0,6.6,2435.0
52.0,256.271286,30.347332,131.0,7.1,716.0
50.0,177.371441,23.854701,116.0,6.3,850.0
50.0,188.441614,52.380982,112.0,7.0,3319.0
60.0,223.664608,50.163785,123.0,7.2,1516.0
70.0,225.990978,43.849351,104.0,6.4,1813.0
50.0,216.972543,45.318703,107.0,6.2,1650.0
0.0,0.0,16.368283,124.0,6.9,277.0
50.0,242.786137,38.616744,96.0,5.8,854.0
50.0,212.902372,65.90161,125.0,5.6,1652.0
45.0,184.376254,45.220386,129.0,7.3,1630.0
90.0,161.626121,17.457947,100.0,6.7,548.0
50.0,152.022101,10.755847,109.0,5.0,213.0
50.0,120.081841,38.629763,124.0,6.5,909.0
50.0,155.446362,32.693093,121.0,5.9,1486.0
50.0,88.715192,18.806031,97.0,5.5,399.0
50.0,161.451538,32.233713,110.0,5.4,632.0
50.0,142.851197,37.990705,118.0,7.0,2443.0
50.0,200.804534,17.667826,80.0,5.2,820.0
60.0,0.0,9.225166,99.0,5.2,193.0
50.0,110.206216,46.180421,133.0,7.0,1381.0
50.0,189.85956,30.397496,127.0,6.3,513.0
50.0,222.8096,83.295796,106.0,6.8,2268.0
50.0,106.303988,23.935053,98.0,5.5,509.0
54.0,132.511035,84.630969,132.0,7.7,4442.0
50.0,88.323487,16.251204,115.0,6.0,692.0
50.0,69.834815,9.894346,86.0,6.2,106.0
50.0,66.002004,12.050755,101.0,5.1,542.0
50.0,100.020092,11.596207,113.0,6.0,220.0
50.0,224.803475,53.02787,88.0,5.7,3239.0
50.0,119.137784,14.382253,124.0,6.3,276.0
50.0,144.49283,43.450266,109.0,5.9,1567.0
50.0,94.0,16.871194,128.0,6.3,451.0
50.0,69.41137,42.526529,144.0,7.0,938.0
50.0,97.437106,34.890999,95.0,7.3,755.0
45.0,82.8,18.186026,105.0,5.6,267.0
50.0,50.06831,13.576765,121.0,6.4,223.0
50.0,48.169156,19.434672,125.0,6.0,395.0
50.0,109.423648,62.925175,129.0,7.5,1506.0
50.0,97.607453,32.927994,125.0,6.3,1067.0
0.0,0.0,14.837288,118.0,6.1,203.0
50.0,234.989584,39.920035,113.0,6.1,1611.0
50.0,44.547681,28.725621,140.0,6.8,582.0
50.0,160.602194,20.566554,89.0,5.8,817.0
50.0,119.208989,20.333953,104.0,5.5,434.0
50.0,41.482207,33.98637,106.0,6.2,652.0
50.0,83.719388,42.472324,141.0,7.2,1417.0
50.0,0.0,15.931084,124.0,5.8,255.0
45.0,129.394835,29.880122,94.0,6.1,1267.0
50.0,40.20302,28.803802,108.0,6.1,750.0
50.0,55.495563,14.993459,105.0,6.1,298.0
50.0,49.0,9.114168,102.0,4.5,104.0
50.0,69.425966,12.31101,92.0,4.4,269.0
40.0,144.056873,41.362082,119.0,6.3,1233.0
50.0,49.718611,13.298205,119.0,5.9,189.0
40.0,60.462347,19.085403,99.0,6.2,371.0
50.0,0.0,9.622345,137.0,6.3,88.0
50.0,113.309743,11.106006,115.0,4.4,205.0
50.0,83.761844,12.25622,87.0,5.0,149.0
50.0,105.197635,13.365715,129.0,5.8,510.0
50.0,56.714147,16.167093,120.0,6.0,268.0
50.0,30.303072,23.073933,132.0,6.0,387.0
50.0,82.169884,6.567065,121.0,6.0,654.0
50.0,58.900031,6.22577,95.0,5.9,75.0
44.0,63.327201,42.933027,125.0,6.0,1817.0
50.0,42.792561,19.226763,98.0,6.2,286.0
50.0,26.199517,10.089065,110.0,6.1,206.0
50.0,60.161391,13.391833,118.0,6.0,368.0
50.0,42.277365,21.637234,97.0,5.6,373.0
70.0,23.159305,61.245957,86.0,7.6,1436.0
50.0,34.808403,25.237969,119.0,7.1,775.0
50.0,25.03595,21.589393,139.0,6.6,428.0
50.0,38.955598,22.442241,130.0,7.3,480.0
40.0,0.0,6.004422,100.0,5.4,120.0
50.0,71.561644,74.64653,114.0,6.3,1148.0
51.5,55.112356,35.481169,100.0,7.2,848.0
50.0,44.434439,14.723467,110.0,5.8,458.0
60.0,66.976317,21.084542,148.0,6.2,367.0
49.9,26.121638,21.408222,102.0,5.2,501.0
50.0,38.50234,19.267479,84.0,5.8,391.0
50.0,10.541523,3.314004,114.0,5.9,81.0
50.0,16.671505,21.312186,99.0,5.8,274.0
50.0,10.382407,7.44268,135.0,5.5,108.0
22.0,24.188922,12.54949,108.0,6.5,235.0
50.0,22.944502,18.394571,127.0,6.0,444.0
50.0,9.85161,8.189406,95.0,5.2,44.0
50.0,40.82854,27.631262,95.0,5.6,760.0
60.0,60.052138,40.721373,124.0,5.6,984.0
55.0,0.0,11.329727,109.0,5.9,132.0
50.0,55.969,37.253774,100.0,4.7,797.0
50.0,6.80855,6.397388,88.0,5.0,76.0
60.0,0.0,2.275331,105.0,5.4,37.0
50.0,28.931401,30.387148,105.0,5.3,600.0
50.0,12.764201,8.139676,97.0,3.9,112.0
49.0,72.7,21.746245,87.0,5.7,437.0
49.0,20.423389,2.808428,104.0,6.2,71.0
50.0,36.348784,31.02233,116.0,7.2,666.0
48.0,207.515725,25.170217,147.0,6.9,562.0
48.0,474.171806,80.972475,127.0,7.6,3152.0
0.0,68.92915,26.38704,130.0,6.5,639.0
49.0,104.399548,116.700319,120.0,6.6,3062.0
73.0,151.493655,33.884459,118.0,6.5,826.0
48.0,196.397415,53.043124,111.0,6.5,1267.0
0.0,0.0,0.716764,0.0,4.3,13.0
75.0,108.0,34.973086,114.0,6.6,692.0
50.0,3.32433,40.371098,137.0,6.1,547.0
48.0,85.498534,18.60049,112.0,6.0,518.0
48.0,50.31514,30.920075,120.0,7.1,695.0
0.0,0.0,11.940711,118.0,6.0,418.0
48.0,90.383208,19.348007,93.0,5.6,512.0
58.0,25.928721,8.59075,127.0,6.6,68.0
55.0,70.01622,48.801089,122.0,6.9,1188.0
48.0,325.771424,88.844777,109.0,6.1,2200.0
48.0,77.745568,16.000178,123.0,6.5,333.0
47.0,102.825796,19.525659,96.0,5.7,594.0
0.0,0.528972,1.246883,101.0,6.6,9.0
47.0,103.738726,7.859226,103.0,5.9,251.0
48.0,124.305181,18.102572,113.0,6.6,339.0
48.0,35.743308,7.226115,132.0,6.5,103.0
15.0,125.212904,63.071046,93.0,7.2,1488.0
0.0,0.0,24.132271,167.0,7.7,357.0
47.0,38.085778,10.410933,75.0,4.6,104.0
47.0,12.379402,6.067212,104.0,5.7,74.0
38.0,299.288605,15.401855,105.0,6.3,584.0
0.0,0.0,10.698929,102.0,5.5,252.0
46.0,113.71483,41.322708,118.0,6.8,1148.0
46.0,150.0,25.6713,111.0,7.0,661.0
47.0,10.539,22.581313,80.0,4.4,420.0
46.0,100.860818,12.971122,117.0,6.2,232.0
45.0,181.0,26.721386,86.0,6.4,1424.0
25.0,15.436808,24.672234,127.0,6.6,573.0
46.0,5.2,0.146783,140.0,6.5,2.0
46.0,341.631208,28.964162,91.0,5.0,543.0
45.0,376.141306,49.353524,91.0,6.1,2757.0
48.0,220.673217,36.585509,84.0,5.8,912.0
45.0,212.0,32.624355,111.0,6.1,961.0
45.0,101.70206,53.090422,93.0,5.8,1309.0
40.0,95.149435,30.002907,113.0,6.0,697.0
45.0,195.268056,17.923254,141.0,6.3,371.0
45.0,117.615211,17.746719,119.0,6.4,278.0
45.0,175.372502,31.305336,97.0,7.0,1111.0
45.0,178.051587,19.637704,117.0,6.3,433.0
43.0,154.749918,10.411996,101.0,5.6,406.0
46.0,122.126687,88.496873,153.0,7.9,3085.0
45.0,104.876233,52.081131,122.0,7.3,1634.0
45.0,90.683916,30.816341,102.0,6.9,710.0
45.0,141.220678,35.376971,83.0,5.4,982.0
45.0,165.184237,17.047276,103.0,6.5,501.0
45.0,131.18353,43.815492,120.0,6.5,1905.0
